overall size rank	monthly unique devices	mobile unique devices	monthly pageviews	mobile web pageviews	mobile app pageviews	unique devices per editor	monthly editors	majority mobile editors	monthly active editors	monthly active administrators	monthly new active editors	second month new editor retention	bot edits	monthly nonbot edits	mobile edits	visual edits	anonymous edits	revert rate	edits Gini coefficient	content pages	all time content edits	all time edits per content page	script direction	database code	project code	language code	language name	domain name	wiki name
615	6497.8333	0.3660	17271.8333	0.2593	0.0000	1237.6825	5.2500	0.2553	1.1667	0.3333	0.5000	0.0000	0.0053	15.6667	0.2181	0.0000	0.0053	0.0000	0.6033	1465	2874	1.9618	left-to-right	liwikiquote	wikiquote	li	Limburgish	li.wikiquote.org	Limburgish Wikiquote
616	8988.0000	0.6646	24742.6667	0.5470	0.0000	3852.0000	2.3333	0.1765	0.8333	0.5000	0.0000	0.0000	0.0000	85.1667	0.0108	0.0010	0.0235	0.0245	0.9215	312	5639	18.0737	left-to-right	mkwikibooks	wikibooks	mk	Macedonian	mk.wikibooks.org	Macedonian Wikibooks
617	29547.4167	0.7172	83798.2500	0.7453	0.0000	17728.4500	1.6667	0.2222	0.2500	0.4167	0.0000	0.0000	0.0041	20.3333	0.4631	0.0410	0.1311	0.0369	0.7744	231	18695	80.9307	left-to-right	tlwikibooks	wikibooks	tl	Tagalog	tl.wikibooks.org	Tagalog Wikibooks
618	20548.7500	0.5301	61528.2500	0.2910	0.0004	6489.0789	3.1667	0.2424	0.3333	0.9167	0.2500	0.0000	0.0281	23.0833	0.1480	0.0253	0.0866	0.0181	0.7756	2553	9564	3.7462	left-to-right	piwiki	wikipedia	pi	Pali	pi.wikipedia.org	Pali Wikipedia
619	20272.8333	0.6938	49914.3333	0.6436	0.0000	6757.6111	3.0000	0.2000	0.3333	0.5833	0.2500	0.0000	0.0067	12.4167	0.2886	0.0805	0.1409	0.1007	0.5883	455	20947	46.0374	left-to-right	rowikibooks	wikibooks	ro	Romanian	ro.wikibooks.org	Romanian Wikibooks
620	13198.1667	0.5781	37981.0000	0.4754	0.0000	9898.6250	1.3333	0.0000	0.5000	0.2500	0.0000	0.0000	0.0482	175.9167	0.0005	0.0000	0.0009	0.0128	0.9048	5187	36691	7.0736	left-to-right	vecwikisource	wikisource	vec	Venetian	vec.wikisource.org	Venetian Wikisource
621	19159.0833	0.6470	37478.5000	0.5744	0.0000	4033.4912	4.7500	0.1220	0.3333	0.5833	0.2500	0.0000	0.0115	14.3333	0.1628	0.0349	0.1512	0.1105	0.5720	259	8601	33.2085	left-to-right	rowikiquote	wikiquote	ro	Romanian	ro.wikiquote.org	Romanian Wikiquote
622	9515.6667	0.3851	28980.5000	0.3481	0.0000	5437.5238	1.7500	0.0000	0.6667	0.2500	0.0000	0.0000	0.0877	17.3333	0.0144	0.0000	0.0240	0.0240	0.7548	692	7536	10.8902	left-to-right	glwikisource	wikisource	gl	Galician	gl.wikisource.org	Galician Wikisource
623	5956.2500	0.5174	20963.0833	0.2975	0.0000	3573.7500	1.6667	0.1429	1.0000	0.8333	0.0000	0.0000	0.0159	31.0000	0.0188	0.0081	0.0188	0.0054	0.7648	482	2883	5.9813	left-to-right	skwikisource	wikisource	sk	Slovak	sk.wikisource.org	Slovak Wikisource
624	5054.4167	0.2722	19259.5833	0.2082	0.0000	631.8021	8.0000	0.0000	1.1667	2.9167	0.0833	0.0000	0.0051	294.6667	0.0003	0.0000	0.0076	0.0051	0.9624	2284	9385	4.1090	left-to-right	sowiktionary	wiktionary	so	Somali	so.wiktionary.org	Somali Wiktionary
625	5712.2500	0.3998	15280.7500	0.3326	0.0000	3115.7727	1.8333	0.0000	1.0000	0.0833	0.0833	0.0000	0.0000	35.9167	0.0348	0.0348	0.1508	0.0046	0.6775	1367	22447	16.4206	left-to-right	euwikisource	wikisource	eu	Basque	eu.wikisource.org	Basque Wikisource
626	33767.1667	0.7062	87018.3333	0.4041	0.0034	36836.9091	0.9167	0.2262	0.1667	0.6667	0.0833	0.0000	0.1562	609.8333	0.0739	0.0340	0.0118	0.0194	0.9182	1643	14309	8.7091	left-to-right	anpwiki	wikipedia	anp	Angika	anp.wikipedia.org	Angika Wikipedia
627	13456.3333	0.3738	39029.0833	0.2272	0.0006	3364.0833	4.0000	0.0476	0.4167	1.5833	0.3333	0.0000	0.0061	27.1667	0.0215	0.3129	0.1534	0.2147	0.7547	324	3114	9.6111	left-to-right	sgwiki	wikipedia	sg	Sango	sg.wikipedia.org	Sango Wikipedia
628	33154.5833	0.5159	97437.2500	0.2979	0.0007	4973.1875	6.6667	0.2727	0.1667	1.0833	0.0000	0.0000	0.1313	24.2500	0.4296	0.0378	0.1821	0.0447	0.6760	15835	27008	1.7056	left-to-right	bugwiki	wikipedia	bug	Buginese	bug.wikipedia.org	Buginese Wikipedia
629	9317.5000	0.4054	37821.5000	0.3334	0.0000	4300.3846	2.1667	0.0000	0.5833	0.3333	0.0833	0.0000	0.0075	11.0833	0.0150	0.0000	0.0150	0.0000	0.6627	23463	28193	1.2016	left-to-right	vowiktionary	wiktionary	vo	Volapük	vo.wiktionary.org	Volapük Wiktionary
630	6472.2500	0.4513	34090.1667	0.3611	0.0000	1142.1618	5.6667	0.1346	0.8333	1.2500	0.0833	0.0000	0.0000	59.0000	0.2232	0.0169	0.0410	0.0198	0.8355	5199	13729	2.6407	left-to-right	bewiktionary	wiktionary	be	Belarusian	be.wiktionary.org	Belarusian Wiktionary
631	1950.6667	0.3082	11913.5000	0.2675	0.0000	285.4634	6.8333	0.0984	2.7500	0.4167	1.1667	0.0000	0.0000	809.4167	0.0054	0.0022	0.0037	0.0010	0.9105	10214	20028	1.9608	left-to-right	gorwiktionary	wiktionary	gor	Gorontalo	gor.wiktionary.org	Gorontalo Wiktionary
632	7986.5833	0.5595	21150.5000	0.4639	0.0000	1996.6458	4.0000	0.1515	0.6667	0.2500	0.0833	0.0000	0.0027	61.0833	0.0655	0.0136	0.0559	0.0136	0.8750	243	1731	7.1235	left-to-right	uzwikiquote	wikiquote	uz	Uzbek	uz.wikiquote.org	Uzbek Wikiquote
633	12584.7500	0.4204	30981.8333	0.3545	0.0000	2435.7581	5.1667	0.0179	0.4167	2.5833	0.0000	0.0000	0.0165	14.9167	0.0559	0.1061	0.1676	0.0223	0.6279	165	8131	49.2788	left-to-right	dawikiquote	wikiquote	da	Danish	da.wikiquote.org	Danish Wikiquote
634	1992.9167	0.4878	9168.6667	0.3174	0.0000	327.6027	6.0833	0.1935	2.5000	0.3333	0.0000	0.0000	0.0000	88.9167	0.0262	0.0197	0.0075	0.0075	0.7999	2375	8077	3.4008	left-to-right	bjnwiktionary	wiktionary	bjn	Banjar	bjn.wiktionary.org	Banjar Wiktionary
635	19609.8333	0.3110	90009.2500	0.1970	0.0000	1337.0341	14.6667	0.0000	0.2500	5.0833	0.0000	0.0000	0.5056	51.3333	0.0032	0.0000	0.1883	0.0162	0.7259	4795	28819	6.0102	left-to-right	cawikinews	wikinews	ca	Catalan	ca.wikinews.org	Catalan Wikinews
636	8065.3333	0.7784	28262.0833	0.5637	0.0000	3722.4615	2.1667	0.1250	0.5833	0.4167	0.0000	0.0000	0.9953	13.0833	0.1592	0.0637	0.1083	0.0701	0.6759	108635	37214	0.3426	left-to-right	orwiktionary	wiktionary	or	Odia	or.wiktionary.org	Oriya Wiktionary
637	18449.8333	0.5005	49267.3333	0.3328	0.0013	4612.4583	4.0000	0.1111	0.2500	1.7500	0.0833	0.0000	0.0492	20.9167	0.0797	0.0996	0.2749	0.0598	0.7451	488	6485	13.2889	left-to-right	pntwiki	wikipedia	pnt	Pontic	pnt.wikipedia.org	Pontic Wikipedia
638	7836.4167	0.1404	18158.4167	0.1689	0.0000	4949.3158	1.5833	0.0000	0.5833	0.3333	0.0000	1.0000	0.0032	76.8333	0.0000	0.0000	0.0141	0.0098	0.8870	132	12918	97.8636	left-to-right	etwikibooks	wikibooks	et	Estonian	et.wikibooks.org	Estonian Wikibooks
639	8940.1667	0.8333	21839.4167	0.6031	0.0000	3460.7097	2.5833	0.1429	0.5000	0.2500	0.2500	0.0000	0.0000	9.5833	0.1739	0.0000	0.0870	0.0174	0.5979	159	4008	25.2075	left-to-right	mrwikibooks	wikibooks	mr	Marathi	mr.wikibooks.org	Marathi Wikibooks
640	4737.3333	0.4213	24805.0000	0.2879	0.0000	1496.0000	3.1667	0.1739	0.9167	0.4167	0.1667	1.0000	0.0000	26.0000	0.1603	0.0032	0.0865	0.0128	0.7356	2178	25780	11.8365	left-to-right	ttwiktionary	wiktionary	tt	Tatar	tt.wiktionary.org	Tatar Wiktionary
641	12746.6667	0.4671	40307.5000	0.4265	0.0000	4248.8889	3.0000	0.1739	0.3333	0.1667	0.0000	0.0000	0.0541	8.7500	0.0857	0.0095	0.1333	0.0286	0.5964	4967	19128	3.8510	left-to-right	vecwiktionary	wiktionary	vec	Venetian	vec.wiktionary.org	Venetian Wiktionary
642	8479.0833	0.2521	22392.3333	0.2869	0.0000	3768.4815	2.2500	0.0556	0.5000	0.4167	0.0000	0.0000	0.0000	9.5833	0.0174	0.0000	0.0261	0.0087	0.5620	968	29908	30.8967	left-to-right	nowikibooks	wikibooks	no	Norwegian	no.wikibooks.org	Norwegian Wikibooks
643	16481.4167	0.6142	59059.4167	0.4221	0.0000	3803.4038	4.3333	0.0833	0.2500	0.9167	0.0000	0.0000	0.0209	27.3333	0.1921	0.0274	0.1128	0.0701	0.7356	37796	133681	3.5369	left-to-right	lowiktionary	wiktionary	lo	Lao	lo.wiktionary.org	Lao Wiktionary
644	23711.6667	0.2333	51905.3333	0.1933	0.0005	4822.7119	4.9167	0.1250	0.1667	1.6667	0.1667	0.0000	0.0344	25.7500	0.0388	0.1456	0.2751	0.1036	0.7467	1220	7303	5.9861	left-to-right	tywiki	wikipedia	ty	Tahitian	ty.wikipedia.org	Tahitian Wikipedia
645	9303.6667	0.4687	20359.5000	0.4575	0.0000	4465.7600	2.0833	0.0455	0.4167	0.2500	0.0833	0.0000	0.0097	17.0833	0.0585	0.0341	0.0927	0.0683	0.6600	308	2997	9.7305	left-to-right	mswikibooks	wikibooks	ms	Malay	ms.wikibooks.org	Malay Wikibooks
646	11293.5000	0.3407	69839.5833	0.1328	0.0000	3474.9231	3.2500	0.0526	0.3333	0.7500	0.0833	0.0000	0.0000	11.2500	0.1185	0.0741	0.1556	0.1259	0.6122	2077	15018	7.2306	left-to-right	svwikinews	wikinews	sv	Swedish	sv.wikinews.org	Swedish Wikinews
647	11249.9167	0.1527	28919.4167	0.2540	0.0000	7941.1176	1.4167	0.0714	0.3333	0.0833	0.0000	0.0000	0.1045	20.0000	0.0417	0.0125	0.0500	0.0208	0.8272	2053	32129	15.6498	left-to-right	euwikibooks	wikibooks	eu	Basque	eu.wikibooks.org	Basque Wikibooks
648	3702.3333	0.2194	16707.7500	0.1678	0.0000	2338.3158	1.5833	0.0000	1.0000	0.0833	0.0000	0.0000	0.0000	207.9167	0.0000	0.0000	0.0004	0.0000	0.8834	2588	16893	6.5274	left-to-right	liwikinews	wikinews	li	Limburgish	li.wikinews.org	Limburgish Wikinews
649	8770.1667	0.4257	37087.4167	0.3402	0.0000	2239.1915	3.9167	0.0435	0.4167	0.4167	0.0833	0.0000	0.0023	73.5000	0.0034	0.0000	0.0159	0.0125	0.8584	14536	58116	3.9981	left-to-right	fywiktionary	wiktionary	fy	Western Frisian	fy.wiktionary.org	Western Frisian Wiktionary
650	2394.0833	0.3999	12647.1667	0.3281	0.0000	1026.0357	2.3333	0.0000	1.5000	0.1667	0.0000	0.0000	0.0000	151.0833	0.0006	0.0000	0.0044	0.0044	0.8369	2189	20100	9.1823	left-to-right	wawikisource	wikisource	wa	Walloon	wa.wikisource.org	Walloon Wikisource
651	42186.5000	0.6794	100781.9167	0.6810	0.0000	18079.9286	2.3333	0.0455	0.0833	0.4167	0.0000	0.0000	0.0114	14.5000	0.2989	0.0287	0.6207	0.2759	0.7831	444	9177	20.6689	left-to-right	elwikiversity	wikiversity	el	Greek	el.wikiversity.org	Greek Wikiversity
652	10136.6667	0.6340	24797.8333	0.5546	0.0000	1994.0984	5.0833	0.0294	0.3333	0.8333	0.0000	0.0000	0.0081	30.5833	0.0300	0.0300	0.0409	0.0327	0.7935	322	5737	17.8168	left-to-right	hiwikiversity	wikiversity	hi	Hindi	hi.wikiversity.org	Hindi Wikiversity
653	3356.7500	0.4695	15283.1667	0.3367	0.0000	1007.0250	3.3333	0.1154	1.0000	0.6667	0.0000	0.0000	0.0000	31.5000	0.0714	0.0053	0.0767	0.0132	0.7727	1216	18247	15.0058	left-to-right	bawikibooks	wikibooks	ba	Bashkir	ba.wikibooks.org	Bashkir Wikibooks
654	5541.4167	0.2121	16561.6667	0.2665	0.0000	1955.7941	2.8333	0.0000	0.5833	0.1667	0.0000	0.0000	0.0040	21.0000	0.0159	0.0000	0.0556	0.0000	0.7527	548	12185	22.2354	left-to-right	eowikibooks	wikibooks	eo	Esperanto	eo.wikibooks.org	Esperanto Wikibooks
655	7700.3333	0.3758	46562.7500	0.2062	0.0000	1925.0833	4.0000	0.1071	0.4167	0.9167	0.0833	0.0000	0.0000	32.9167	0.1139	0.0278	0.3899	0.5266	0.8042	1473	10366	7.0373	left-to-right	rowikinews	wikinews	ro	Romanian	ro.wikinews.org	Romanian Wikinews
656	6398.4167	0.4426	22074.6667	0.3307	0.0000	4265.6111	1.5000	0.0000	0.5000	0.3333	0.0833	0.0000	0.0000	587.4167	0.0003	0.0000	0.0024	0.0047	0.9043	4794	16086	3.3554	left-to-right	iswikisource	wikisource	is	Icelandic	is.wikisource.org	Icelandic Wikisource
657	6238.0833	0.3527	25405.6667	0.2491	0.0000	2201.6765	2.8333	0.1053	0.5000	0.5833	0.0833	0.0000	0.0178	32.2500	0.0207	0.0103	0.0207	0.0052	0.8435	3101	15898	5.1267	left-to-right	gawiktionary	wiktionary	ga	Irish	ga.wiktionary.org	Irish Wiktionary
658	3664.1667	0.3869	13813.6667	0.3276	0.0000	1758.8000	2.0833	0.2128	0.8333	0.6667	0.0833	0.0000	0.1704	1279.2500	0.2163	0.0420	0.0074	0.0788	0.9186	1848	16547	8.9540	left-to-right	zghwiki	wikipedia	zgh	Standard Moroccan Tamazight	zgh.wikipedia.org	Moroccan Amazigh Wikipedia
659	1283.6667	0.4055	6885.3333	0.2220	0.0000	350.0909	3.6667	0.0400	2.3333	0.0833	0.1667	0.0000	0.0006	141.5833	0.0006	0.0006	0.0006	0.0029	0.8528	1440	16465	11.4340	left-to-right	guwwiktionary	wiktionary	guw	Gun	guw.wiktionary.org	Gun Wiktionary
660	35478.9167	0.6516	73448.0000	0.6543	0.0000	35478.9167	1.0000	0.1538	0.0833	0.1667	0.0000	0.0000	0.0000	7.0833	0.4941	0.1765	0.4824	0.0353	0.6815	3281	24296	7.4051	left-to-right	sqwikibooks	wikibooks	sq	Albanian	sq.wikibooks.org	Albanian Wikibooks
661	2162.8333	0.3792	12119.4167	0.2145	0.0000	665.4872	3.2500	0.0000	1.3333	0.4167	0.0000	0.0000	0.0131	81.7500	0.0010	0.0000	0.0000	0.0224	0.8536	174	3308	19.0115	left-to-right	shnwikivoyage	wikivoyage	shn	Shan	shn.wikivoyage.org	Shan Wikivoyage
662	16671.1667	0.8037	42162.4167	0.5796	0.0000	9526.3810	1.7500	0.1667	0.1667	0.2500	0.0833	0.0000	0.0099	16.7500	0.7811	0.0050	0.0647	0.0050	0.8049	134	14127	105.4254	left-to-right	sawikiquote	wikiquote	sa	Sanskrit	sa.wikiquote.org	Sanskrit Wikiquote
663	16641.2500	0.6040	39945.4167	0.6023	0.0000	5705.5714	2.9167	0.0870	0.1667	0.4167	0.0833	0.0000	0.0000	18.1667	0.4495	0.0046	0.4954	0.3440	0.7343	1756	6802	3.8736	left-to-right	ltwikisource	wikisource	lt	Lithuanian	lt.wikisource.org	Lithuanian Wikisource
664	10935.4167	0.7183	26049.1667	0.6568	0.0000	9373.2143	1.1667	0.0000	0.2500	0.3333	0.0000	0.0000	0.0000	40.7500	0.0082	0.0123	0.0143	0.0061	0.8815	2336	4508	1.9298	left-to-right	suwikiquote	wikiquote	su	Sundanese	su.wikiquote.org	Sundanese Wikiquote
665	5459.2500	0.3631	28328.3333	0.3138	0.0000	1819.7500	3.0000	0.0000	0.5000	0.7500	0.0000	0.0000	0.0625	12.5000	0.0067	0.0000	0.0600	0.0000	0.6256	2932	20923	7.1361	left-to-right	gdwiktionary	wiktionary	gd	Scottish Gaelic	gd.wiktionary.org	Scottish Gaelic Wiktionary
666	7952.3333	0.4646	17676.5000	0.3473	0.0015	8675.2727	0.9167	0.0938	0.3333	0.8333	0.0000	0.0000	0.0689	1592.7500	0.0045	0.2130	0.0074	0.0519	0.9490	965	20030	20.7565	left-to-right	gpewiki	wikipedia	gpe	Ghanaian Pidgin	gpe.wikipedia.org	Ghanaian Pidgin Wikipedia
667	6162.2500	0.3302	22964.4167	0.3002	0.0000	3697.3500	1.6667	0.0000	0.4167	0.1667	0.0833	0.0000	0.0038	43.2500	0.0039	0.0019	0.0096	0.0039	0.7941	2347	12448	5.3038	left-to-right	iawiktionary	wiktionary	ia	Interlingua	ia.wiktionary.org	Interlingua Wiktionary
668	3342.1667	0.3647	13372.9167	0.2482	0.0000	1336.8667	2.5000	0.0455	0.7500	1.4167	0.1667	0.0000	0.0138	23.8333	0.2238	0.0070	0.1713	0.0420	0.7689	469	8032	17.1258	left-to-right	amwiktionary	wiktionary	am	Amharic	am.wiktionary.org	Amharic Wiktionary
669	5812.3333	0.7201	16493.9167	0.4577	0.0000	2906.1667	2.0000	0.0667	0.4167	0.4167	0.0000	0.0000	0.0058	42.6667	0.0762	0.0469	0.1875	0.0117	0.7573	658	9386	14.2644	left-to-right	guwiktionary	wiktionary	gu	Gujarati	gu.wiktionary.org	Gujarati Wiktionary
670	5569.5000	0.2744	15542.0833	0.2556	0.0000	2570.5385	2.1667	0.0000	0.4167	0.5000	0.0000	0.0000	0.0000	10.7500	0.0155	0.0000	0.0620	0.0000	0.6119	237	11888	50.1603	left-to-right	slwikibooks	wikibooks	sl	Slovenian	sl.wikibooks.org	Slovenian Wikibooks
671	4484.3333	0.5237	13322.7500	0.3650	0.0000	2152.4800	2.0833	0.1176	0.5000	0.1667	0.0000	0.0000	0.0000	30.0833	0.0139	0.0028	0.0055	0.0083	0.8884	513	3622	7.0604	right-to-left	urwikiquote	wikiquote	ur	Urdu	ur.wikiquote.org	Urdu Wikiquote
672	3831.5833	0.5350	9083.5000	0.3858	0.0000	3284.2143	1.1667	0.1667	0.5833	0.0000	0.0000	0.0000	0.0000	19.5833	0.0596	0.0085	0.0468	0.0043	0.7903	1069	7389	6.9121	left-to-right	sahwikiquote	wikiquote	sah	Yakut	sah.wikiquote.org	Sakha Wikiquote
673	8889.4167	0.5401	22424.8333	0.3865	0.0000	1077.5051	8.2500	0.0000	0.2500	3.2500	0.0833	0.0000	0.0035	23.9167	0.0209	0.0244	0.1742	0.0139	0.6549	1718	3923	2.2835	left-to-right	miwiktionary	wiktionary	mi	Māori	mi.wiktionary.org	Maori Wiktionary
674	26175.3333	0.5163	58675.0000	0.4760	0.0000	4832.3692	5.4167	0.0000	0.0833	0.1667	0.0833	0.0000	0.0045	18.5000	0.0811	0.2342	0.4279	0.1396	0.7034	1792	41010	22.8850	left-to-right	fiwikivoyage	wikivoyage	fi	Finnish	fi.wikivoyage.org	Finnish Wikivoyage
675	8678.5833	0.2447	24078.0833	0.2379	0.0000	3063.0294	2.8333	0.0000	0.2500	0.3333	0.0000	0.0000	0.0000	12.2500	0.0544	0.0000	0.0952	0.0748	0.6623	2766	9675	3.4978	left-to-right	anwiktionary	wiktionary	an	Aragonese	an.wiktionary.org	Aragonese Wiktionary
676	3253.9167	0.3030	16151.4167	0.1713	0.0000	1027.5526	3.1667	0.0000	0.6667	2.1667	0.0000	0.0000	0.0000	14.6667	0.0625	0.0057	0.1193	0.0000	0.7401	127	1459	11.4882	left-to-right	bewikibooks	wikibooks	be	Belarusian	be.wikibooks.org	Belarusian Wikibooks
677	4304.6667	0.1865	15572.9167	0.1479	0.0000	3038.5882	1.4167	0.0833	0.5000	0.5833	0.0000	0.0000	0.0087	19.0000	0.0088	0.0000	0.0395	0.0000	0.8111	1349	3316	2.4581	left-to-right	jbowiktionary	wiktionary	jbo	Lojban	jbo.wiktionary.org	Lojban Wiktionary
678	25785.6667	0.8073	63095.8333	0.7849	0.0000	14734.6667	1.7500	0.0588	0.0833	0.1667	0.0833	0.0000	0.0068	12.1667	0.1712	0.0205	0.2397	0.0959	0.7161	315	9370	29.7460	left-to-right	mlwikiquote	wikiquote	ml	Malayalam	ml.wikiquote.org	Malayalam Wikiquote
679	8594.8333	0.6443	19125.0833	0.5708	0.0000	8594.8333	1.0000	0.0000	0.2500	0.1667	0.0000	0.0000	0.0101	8.1667	0.0204	0.0000	0.0612	0.0306	0.5918	32	853	26.6562	left-to-right	bswikibooks	wikibooks	bs	Bosnian	bs.wikibooks.org	Bosnian Wikibooks
680	1943.3333	0.3012	8308.9167	0.2176	0.0005	1013.9130	1.9167	0.2766	1.0833	0.3333	0.2500	0.0000	0.0591	827.2500	0.0705	0.0608	0.0039	0.0233	0.8951	799	11090	13.8798	left-to-right	fonwiki	wikipedia	fon	Fon	fon.wikipedia.org	Fon Wikipedia
681	6008.1667	0.0894	12324.7500	0.1741	0.0000	5149.8571	1.1667	0.0000	0.3333	0.1667	0.0000	0.0000	0.0085	9.6667	0.0000	0.0000	0.0259	0.0000	0.6431	177	3831	21.6441	left-to-right	lawikibooks	wikibooks	la	Latin	la.wikibooks.org	Latin Wikibooks
682	11667.4167	0.5441	68248.2500	0.2121	0.0000	1750.1125	6.6667	0.0290	0.1667	3.0833	0.0833	0.0000	0.3925	24.2500	0.0103	0.0069	0.0997	0.0034	0.7048	3051	14943	4.8977	left-to-right	tawikinews	wikinews	ta	Tamil	ta.wikinews.org	Tamil Wikinews
683	11536.4167	0.7179	27155.0000	0.6358	0.0000	12585.1818	0.9167	0.1818	0.1667	0.0833	0.0000	0.0000	0.0000	4.0833	0.1224	0.0204	0.1020	0.0000	0.5629	76	2662	35.0263	left-to-right	hywikibooks	wikibooks	hy	Armenian	hy.wikibooks.org	Armenian Wikibooks
684	2558.4167	0.3810	13331.8333	0.2896	0.0000	1228.0400	2.0833	0.0000	0.7500	0.3333	0.0000	0.0000	0.3251	27.1667	0.0031	0.0552	0.0123	0.0000	0.7105	2184	14975	6.8567	right-to-left	sdwiktionary	wiktionary	sd	Sindhi	sd.wiktionary.org	Sindhi Wiktionary
685	4281.0000	0.6556	10243.3333	0.4506	0.0000	1556.7273	2.7500	0.1500	0.4167	0.3333	0.1667	0.0000	0.0054	15.2500	0.0383	0.0109	0.0601	0.0820	0.6807	261	3197	12.2490	left-to-right	knwikiquote	wikiquote	kn	Kannada	kn.wikiquote.org	Kannada Wikiquote
686	1059.7500	0.1158	7190.6667	0.1344	0.0000	552.9130	1.9167	0.0118	1.5833	0.1667	0.0833	0.0000	0.1597	1328.0833	0.0106	0.0002	0.0063	0.0130	0.8239	233	19543	83.8755	left-to-right	suwikisource	wikisource	su	Sundanese	su.wikisource.org	Sundanese Wikisource
687	2857.5000	0.3055	9533.2500	0.3319	0.0000	1714.5000	1.6667	0.0000	0.5833	0.1667	0.0833	0.0000	0.0000	35.7500	0.0163	0.0000	0.0186	0.0000	0.7331	54	5015	92.8704	left-to-right	zh_min_nanwikisource	wikisource	nan	Minnan	zh-min-nan.wikisource.org	Min Nan Wikisource
688	1094.6667	0.3408	7807.7500	0.1868	0.0000	215.3443	5.0833	0.0000	1.5000	0.6667	0.0000	0.0000	0.0021	234.5000	0.0018	0.0000	0.0064	0.0185	0.8614	137	2757	20.1241	left-to-right	shnwikibooks	wikibooks	shn	Shan	shn.wikibooks.org	Shan Wikibooks
689	6332.1667	0.4668	18491.5833	0.2978	0.0000	1245.6721	5.0833	0.0217	0.2500	2.1667	0.0833	0.0000	0.0000	19.0833	0.0306	0.0131	0.1223	0.0306	0.7221	460	4858	10.5609	left-to-right	bewikiquote	wikiquote	be	Belarusian	be.wikiquote.org	Belarusian Wikiquote
690	2091.5000	0.2715	11269.2500	0.1675	0.0000	185.9111	11.2500	0.0081	0.7500	3.5833	0.6667	0.0000	0.0306	29.0833	0.0115	0.0057	0.0745	0.0029	0.5763	765	1471	1.9229	left-to-right	lnwiktionary	wiktionary	ln	Lingala	ln.wiktionary.org	Lingala Wiktionary
691	18590.4167	0.9251	39700.4167	0.8976	0.0000	27885.6250	0.6667	0.1111	0.0833	0.1667	0.0000	0.0000	0.0190	8.5833	0.4951	0.0388	0.5049	0.0291	0.6379	1	456	456.0000	left-to-right	kywikiquote	wikiquote	ky	Kyrgyz	ky.wikiquote.org	Kyrgyz Wikiquote
692	3647.8333	0.3884	11242.0000	0.2839	0.0000	1459.1333	2.5000	0.0000	0.4167	0.4167	0.0000	0.0000	0.4489	65.1667	0.0064	0.0153	0.0972	0.0038	0.8875	1327	12946	9.7558	left-to-right	hifwiktionary	wiktionary	hif	Fiji Hindi	hif.wiktionary.org	Fiji Hindi Wiktionary
693	17142.5833	0.7711	64709.7500	0.6795	0.0000	5877.4571	2.9167	0.1724	0.0833	1.2500	0.0833	0.0000	0.0504	11.0000	0.4697	0.1742	0.5152	0.0985	0.6854	432	27134	62.8102	left-to-right	newiktionary	wiktionary	ne	Nepali	ne.wiktionary.org	Nepali Wiktionary
694	4070.9167	0.3819	34917.8333	0.4201	0.0000	977.0200	4.1667	0.0250	0.3333	2.5833	0.0000	0.0000	0.0009	88.6667	0.9088	0.0000	0.0216	0.0009	0.9332	3902	13684	3.5069	right-to-left	kswiktionary	wiktionary	ks	Kashmiri	ks.wiktionary.org	Kashmiri Wiktionary
695	4019.3333	0.4067	13342.3333	0.2198	0.0005	3710.1538	1.0833	0.1579	0.3333	1.0000	0.0000	0.0000	0.0489	487.5000	0.0715	0.2185	0.0089	0.0258	0.8949	541	8871	16.3974	left-to-right	fatwiki	wikipedia	fat	Fanti	fat.wikipedia.org	Fante Wikipedia
696	15885.7500	0.4184	35211.1667	0.4518	0.0000	19062.9000	0.8333	0.2000	0.0833	0.1667	0.0000	0.0000	0.4074	2.6667	0.4688	0.0312	0.1250	0.0000	0.4773	981	7957	8.1111	left-to-right	hrwikibooks	wikibooks	hr	Croatian	hr.wikibooks.org	Croatian Wikibooks
697	4859.4167	0.1289	13409.6667	0.1844	0.0000	4859.4167	1.0000	0.0000	0.2500	0.1667	0.0000	0.0000	0.0078	10.5833	0.0157	0.0157	0.1417	0.0079	0.5569	118	1298	11.0000	left-to-right	iawikibooks	wikibooks	ia	Interlingua	ia.wikibooks.org	Interlingua Wikibooks
698	4736.3333	0.2401	18730.5833	0.2305	0.0000	2029.8571	2.3333	0.0625	0.2500	0.2500	0.0000	0.0000	0.0000	17.6667	0.0283	0.0283	0.2406	0.0519	0.7614	631	44204	70.0539	left-to-right	fiwikiversity	wikiversity	fi	Finnish	fi.wikiversity.org	Finnish Wikiversity
699	14012.9167	0.2141	25772.2500	0.2233	0.0000	15286.8182	0.9167	0.1000	0.0833	0.0833	0.0833	0.0000	0.0175	4.6667	0.1071	0.0000	0.1964	0.0000	0.5260	996	5706	5.7289	left-to-right	lawikiquote	wikiquote	la	Latin	la.wikiquote.org	Latin Wikiquote
700	13553.5833	0.8641	31075.0833	0.7293	0.0000	23234.7143	0.5833	0.1250	0.0833	0.0833	0.0833	0.0000	0.0000	2.6667	0.1562	0.0312	0.2188	0.0000	0.5208	842	2851	3.3860	left-to-right	sawikibooks	wikibooks	sa	Sanskrit	sa.wikibooks.org	Sanskrit Wikibooks
