overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,monthly active editors,monthly active administrators,majority mobile editors,monthly new active editors,second month new editor retention,monthly nonbot edits,bot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,monthly structured discussions messages,content pages,cumulative content edits,edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
567,7680.0000,0.2939,23615.9167,0.2004,0.0000,2247.8049,3.4167,0.9167,0.3333,0.1154,0.1667,0.0000,58.7500,0.0028,0.0766,0.0326,0.1858,0.0213,0.7756,0.0000,37737,133263,3.5314,left-to-right,lowiktionary,wiktionary,lo,Lao,lo.wiktionary.org,Lao Wiktionary
568,4889.7500,0.1326,21886.4167,0.0736,0.0014,838.2429,5.8333,1.4167,1.6667,0.0750,0.1667,0.0000,79.2500,0.0000,0.0158,0.1651,0.1851,0.0946,0.8707,0.0000,307,5873,19.1303,left-to-right,dinwiki,wikipedia,din,Dinka,din.wikipedia.org,Dinka Wikipedia
569,16231.6667,0.2607,53863.5000,0.2400,0.0000,5565.1429,2.9167,0.4167,0.3333,0.0000,0.0833,0.0000,36.5000,0.0000,0.0114,0.0000,0.0411,0.0114,0.7406,0.0000,3245,29847,9.1978,left-to-right,etwikisource,wikisource,et,Estonian,et.wikisource.org,Estonian Wikisource
570,39206.5000,0.6100,89212.1667,0.5524,0.0000,5227.5333,7.5000,0.1667,2.0000,0.1282,0.0833,0.0000,53.8333,0.0000,0.3529,0.0712,0.4412,0.0681,0.8382,0.0000,9361,206439,22.0531,left-to-right,mnwiktionary,wiktionary,mn,Mongolian,mn.wiktionary.org,Mongolian Wiktionary
571,4836.0000,0.0537,13850.8333,0.0608,0.0000,1289.6000,3.7500,1.3333,0.2500,0.1250,0.1667,0.0000,42.4167,0.7220,0.0177,0.0118,0.0098,0.0059,0.7274,0.0000,3555,13745,3.8664,left-to-right,shywiktionary,wiktionary,shy,Shawiya,shy.wiktionary.org,Shawiya Wiktionary
572,18664.0000,0.5061,98500.0000,0.2309,0.0000,4570.7755,4.0833,0.3333,0.6667,0.0750,0.0833,0.0000,18.5833,0.0000,0.0852,0.0045,0.1973,0.0224,0.7004,0.0000,18741,98694,5.2662,left-to-right,scnwiktionary,wiktionary,scn,Sicilian,scn.wiktionary.org,Sicilian Wiktionary
573,9313.3333,0.1576,46212.8333,0.0716,0.0010,1926.8966,4.8333,0.6667,0.3333,0.1190,0.3333,0.0000,257.5833,0.0067,0.0071,0.0123,0.0149,0.0058,0.9429,0.0000,2574,9251,3.5940,left-to-right,piwiki,wikipedia,pi,Pali,pi.wikipedia.org,Pali Wikipedia
574,6204.4167,0.5448,20356.0000,0.4546,0.0000,1731.4651,3.5833,1.0000,0.6667,0.1429,0.0833,0.0000,50.5000,0.0016,0.0462,0.0050,0.0545,0.0182,0.7882,0.0000,1351,4913,3.6366,left-to-right,siwiktionary,wiktionary,si,Sinhala,si.wiktionary.org,Sinhala Wiktionary
575,18501.7500,0.1134,54079.4167,0.0808,0.0007,3127.0563,5.9167,0.3333,0.4167,0.0682,0.0000,0.0000,21.0000,0.0156,0.0675,0.1032,0.1706,0.0556,0.6600,0.0000,1015,13929,13.7232,left-to-right,ltgwiki,wikipedia,ltg,Latgalian,ltg.wikipedia.org,Latgalian Wikipedia
576,24331.5000,0.0837,113858.2500,0.0486,0.0003,3893.0400,6.2500,0.2500,0.4167,0.1228,0.1667,0.0000,20.7500,0.0273,0.0522,0.0241,0.2610,0.0120,0.6575,0.0000,2003,6983,3.4863,left-to-right,zawiki,wikipedia,za,Zhuang,za.wikipedia.org,Zhuang Wikipedia
577,10009.0833,0.0778,28656.7500,0.0670,0.0000,2555.5106,3.9167,0.5833,0.5833,0.0323,0.0000,0.0000,25.3333,0.0000,0.0658,0.0000,0.0855,0.0461,0.7759,0.0000,985,5423,5.5056,left-to-right,lawikiquote,wikiquote,la,Latin,la.wikiquote.org,Latin Wikiquote
578,69437.5000,0.6739,124985.2500,0.5849,0.0000,24507.3529,2.8333,0.0833,0.5000,0.0714,0.0000,0.0000,16.6667,0.0000,0.3200,0.0300,0.4500,0.0750,0.7472,0.0000,911568,8681,0.0095,left-to-right,shwiktionary,wiktionary,sh,Serbo-Croatian,sh.wiktionary.org,Serbo-Croatian Wiktionary
579,17161.8333,0.4189,34618.1667,0.3230,0.0000,3028.5588,5.6667,0.3333,1.1667,0.0000,0.0833,0.0000,24.8333,0.0033,0.1208,0.0940,0.2181,0.0302,0.7169,0.0000,253,8210,32.4506,left-to-right,rowikiquote,wikiquote,ro,Romanian,ro.wikiquote.org,Romanian Wikiquote
580,17148.3333,0.2270,43039.2500,0.2225,0.0000,3741.4545,4.5833,0.3333,0.4167,0.0541,0.0000,0.0000,96.7500,0.0719,0.0215,0.0000,0.3971,0.0525,0.8797,0.0000,316,15661,49.5601,left-to-right,kowikiversity,wikiversity,ko,Korean,ko.wikiversity.org,Korean Wikiversity
581,6106.5833,0.0520,14636.0833,0.0705,0.0000,2442.6333,2.5000,0.9167,0.2500,0.0000,0.0000,0.0000,103.2500,0.0000,0.0000,0.0008,0.0032,0.0089,0.8415,0.0000,168,3708,22.0714,left-to-right,lawikibooks,wikibooks,la,Latin,la.wikibooks.org,Latin Wikibooks
582,2027.0833,0.2804,14264.3333,0.1141,0.0000,380.0781,5.3333,2.7500,0.1667,0.0476,0.0000,0.0000,1939.0000,0.0000,0.0006,0.0003,0.0009,0.0008,0.9420,0.0000,24603,66559,2.7053,left-to-right,shnwiktionary,wiktionary,shn,Shan,shn.wiktionary.org,Shan Wiktionary
583,22170.0000,0.7745,47735.8333,0.6697,0.0000,5019.6226,4.4167,0.2500,1.1667,0.1389,0.0000,0.0000,14.7500,0.0000,0.1186,0.0113,0.0960,0.0282,0.6480,0.0000,700,8520,12.1714,left-to-right,tawikibooks,wikibooks,ta,Tamil,ta.wikibooks.org,Tamil Wikibooks
584,9425.1667,0.1267,47491.5000,0.0678,0.0069,1009.8393,9.3333,0.5833,2.0000,0.0897,0.0833,1.0000,165.8333,0.0005,0.0523,0.0382,0.6211,0.5226,0.9194,0.0000,448,5913,13.1987,left-to-right,adywiki,wikipedia,ady,Adyghe,ady.wikipedia.org,Adyghe Wikipedia
585,4034.8333,0.1916,18589.4167,0.1650,0.0000,436.1982,9.2500,1.3333,1.9167,0.0000,0.0000,0.0000,69.4167,0.0000,0.0096,0.0000,0.0192,0.0096,0.8552,0.0000,4845,12864,2.6551,left-to-right,bewiktionary,wiktionary,be,Belarusian,be.wiktionary.org,Belarusian Wiktionary
586,6424.2500,0.2036,38104.6667,0.0824,0.0014,626.7561,10.2500,0.8333,2.6667,0.1224,0.4167,0.0000,42.9167,0.0019,0.0932,0.2097,0.1456,0.0524,0.6635,0.0000,158,6388,40.4304,left-to-right,crwiki,wikipedia,cr,Cree,cr.wikipedia.org,Cree Wikipedia
587,64115.0000,0.5720,122996.3333,0.5561,0.0000,16369.7872,3.9167,0.0833,0.8333,0.0938,0.0000,0.0000,24.5833,0.0000,0.2576,0.0441,0.4847,0.1153,0.7803,0.0000,442,8532,19.3032,left-to-right,elwikiversity,wikiversity,el,Greek,el.wikiversity.org,Greek Wikiversity
588,21180.0833,0.3114,58344.4167,0.2274,0.0000,3910.1692,5.4167,0.2500,2.1667,0.0588,0.0833,0.0000,25.6667,0.0000,0.2078,0.0162,0.4026,0.1331,0.7539,0.0000,11271,30530,2.7087,left-to-right,lvwiktionary,wiktionary,lv,Latvian,lv.wiktionary.org,Latvian Wiktionary
589,4859.5000,0.6328,19347.4167,0.5162,0.0000,1190.0816,4.0833,1.0833,0.3333,0.2308,0.0833,0.0000,2628.9167,0.0001,0.0007,0.0001,0.0005,0.0109,0.9611,0.0000,108605,35740,0.3291,left-to-right,orwiktionary,wiktionary,or,Odia,or.wiktionary.org,Oriya Wiktionary
590,12497.5833,0.1374,46138.2500,0.0820,0.0010,2054.3973,6.0833,0.4167,1.4167,0.0556,0.0833,0.0000,55.0000,0.0000,0.0258,0.0227,0.0924,0.0394,0.8257,0.0000,386,5526,14.3161,left-to-right,eewiki,wikipedia,ee,Ewe,ee.wikipedia.org,Ewe Wikipedia
591,12371.5000,0.6716,24466.8333,0.5381,0.0000,2910.9412,4.2500,0.4167,0.4167,0.2500,0.1667,0.0000,14.7500,0.0000,0.3164,0.0904,0.1808,0.1695,0.6184,0.0000,107,5192,48.5234,left-to-right,hiwikivoyage,wikivoyage,hi,Hindi,hi.wikivoyage.org,Hindi Wikivoyage
592,30168.3333,0.8280,67289.5000,0.7436,0.0000,8227.7273,3.6667,0.1667,1.1667,0.2424,0.0000,0.0000,42.3333,0.0117,0.1299,0.0315,0.2854,0.0413,0.8399,0.0000,14051,61135,4.3509,left-to-right,swwiktionary,wiktionary,sw,Swahili,sw.wiktionary.org,Swahili Wiktionary
593,19498.9167,0.0848,69988.4167,0.0578,0.0003,3835.8525,5.0833,0.2500,0.2500,0.0851,0.0000,0.0000,15.2500,0.0000,0.0874,0.1093,0.2568,0.0656,0.6133,0.0000,1049,14771,14.0810,left-to-right,gcrwiki,wikipedia,gcr,Guianan Creole,gcr.wikipedia.org,Guianan Creole Wikipedia
594,29144.8333,0.1569,98471.7500,0.1153,0.0017,4427.0633,6.5833,0.1667,1.4167,0.1695,0.0833,0.2500,26.4167,0.2696,0.2334,0.0883,0.2524,0.0536,0.7113,0.0000,709,6859,9.6742,left-to-right,tswiki,wikipedia,ts,Tsonga,ts.wikipedia.org,Tsonga Wikipedia
595,18859.9167,0.7344,36058.0833,0.5444,0.0000,7804.1034,2.4167,0.2500,0.4167,0.0909,0.0833,0.0000,14.1667,0.0000,0.4235,0.0529,0.3353,0.0471,0.7049,0.0000,5798,40906,7.0552,left-to-right,kkwiktionary,wiktionary,kk,Kazakh,kk.wiktionary.org,Kazakh Wiktionary
596,7897.5833,0.0512,46888.5000,0.0286,0.0000,758.1680,10.4167,0.5833,4.1667,0.0104,0.1667,0.0000,36.6667,0.0000,0.0636,0.0591,0.0750,0.0250,0.7111,0.0000,396,4357,11.0025,left-to-right,bewikiquote,wikiquote,be,Belarusian,be.wikiquote.org,Belarusian Wikiquote
597,3160.0833,0.1554,14615.9167,0.1553,0.0000,861.8409,3.6667,1.4167,0.2500,0.0000,0.1667,0.0000,128.4167,0.0000,0.0013,0.0143,0.0422,0.0383,0.8257,0.0000,1155,21012,18.1922,left-to-right,euwikisource,wikisource,eu,Basque,eu.wikisource.org,Basque Wikisource
598,7562.5833,0.1040,17474.2500,0.1081,0.0000,2835.9688,2.6667,0.5833,0.1667,0.0000,0.2500,0.0000,16.5000,0.0000,0.0051,0.0000,0.1010,0.0101,0.5204,0.0000,129,11490,89.0698,left-to-right,etwikibooks,wikibooks,et,Estonian,et.wikibooks.org,Estonian Wikibooks
599,13048.3333,0.1978,50125.0833,0.1263,0.0000,1565.8000,8.3333,0.3333,0.8333,0.2742,0.2500,0.0000,57.4167,0.0000,0.1553,0.0406,0.0827,0.0116,0.7904,0.0000,1617,15031,9.2956,right-to-left,fawikinews,wikinews,fa,Persian,fa.wikinews.org,Persian Wikinews
600,11945.4167,0.6230,31782.9167,0.5075,0.0000,2108.0147,5.6667,0.3333,1.7500,0.1207,0.0000,0.0000,42.1667,0.0000,0.1917,0.0316,0.1087,0.0336,0.8063,0.0000,394,26580,67.4619,left-to-right,newiktionary,wiktionary,ne,Nepali,ne.wiktionary.org,Nepali Wiktionary
601,5918.6667,0.0814,18842.3333,0.1247,0.0000,2367.4667,2.5000,0.6667,0.1667,0.0625,0.0833,0.0000,163.0000,0.0000,0.0020,0.0000,0.0143,0.0000,0.9225,0.0000,3268,28566,8.7411,left-to-right,lijwikisource,wikisource,lij,Ligurian,lij.wikisource.org,Ligurian Wikisource
602,3934.9167,0.0714,11196.0000,0.0757,0.0000,1004.6596,3.9167,1.0000,0.3333,0.0370,0.0833,0.0000,17.7500,0.0000,0.0235,0.0188,0.0329,0.0141,0.6920,0.0000,1355,2486,1.8347,left-to-right,liwikiquote,wikiquote,li,Limburgish,li.wikiquote.org,Limburgish Wikiquote
603,7658.8333,0.0546,30535.7500,0.0850,0.0000,2964.7097,2.5833,0.5000,0.5000,0.0000,0.0000,0.0000,65.1667,0.0000,0.0166,0.0013,0.0422,0.0243,0.8537,0.0000,2164,11857,5.4792,left-to-right,iawiktionary,wiktionary,ia,Interlingua,ia.wiktionary.org,Interlingua Wiktionary
604,9150.5000,0.1890,25060.0000,0.1642,0.0000,2889.6316,3.1667,0.4167,0.3333,0.0000,0.0000,0.0000,28.3333,0.2093,0.0088,0.0118,0.0235,0.0147,0.8088,0.0000,687,7333,10.6739,left-to-right,glwikisource,wikisource,gl,Galician,gl.wikisource.org,Galician Wikisource
605,4061.5000,0.1703,12590.5000,0.1268,0.0000,1353.8333,3.0000,0.9167,0.0000,0.0000,0.0000,0.0000,19.0000,0.0000,0.0132,0.3509,0.0395,0.0175,0.7374,0.0000,1195,17490,14.6360,left-to-right,bawikibooks,wikibooks,ba,Bashkir,ba.wikibooks.org,Bashkir Wikibooks
606,5543.0000,0.0615,29553.4167,0.0401,0.0000,1900.4571,2.9167,0.6667,0.0833,0.0417,0.0833,0.0000,13.2500,0.0000,0.0252,0.2264,0.0881,0.0063,0.4649,0.0000,1162,11496,9.8933,left-to-right,hifwiktionary,wiktionary,hif,Fiji Hindi,hif.wiktionary.org,Fiji Hindi Wiktionary
607,2240.5833,0.0945,8293.7500,0.1016,0.0000,726.6757,3.0833,1.5833,0.0833,0.2857,0.0833,0.0000,31.4167,0.0000,0.4642,0.0186,0.0080,0.0027,0.6914,0.0000,2606,19887,7.6312,left-to-right,gomwiktionary,wiktionary,gom,Goan Konkani,gom.wiktionary.org,Goan Konkani Wiktionary
608,10539.8333,0.2432,40974.6667,0.1251,0.0015,1756.6389,6.0000,0.3333,1.3333,0.0400,0.0833,0.0000,26.5000,0.1497,0.0535,0.1447,0.3648,0.0440,0.7304,0.0000,484,6124,12.6529,left-to-right,pntwiki,wikipedia,pnt,Pontic,pnt.wikipedia.org,Pontic Wikipedia
609,20983.5000,0.5242,38667.2500,0.4240,0.0000,5722.7727,3.6667,0.1667,0.8333,0.0400,0.0833,1.0000,20.2500,0.0690,0.1728,0.2634,0.4362,0.1687,0.7510,0.0000,909,12008,13.2101,left-to-right,rowikivoyage,wikivoyage,ro,Romanian,ro.wikivoyage.org,Romanian Wikivoyage
610,10396.5000,0.1586,42118.0000,0.0992,0.0006,2012.2258,5.1667,0.3333,1.1667,0.0851,0.1667,0.0000,17.5833,0.0047,0.1043,0.1043,0.1991,0.1090,0.6164,0.0000,659,4207,6.3839,left-to-right,chywiki,wikipedia,chy,Cheyenne,chy.wikipedia.org,Cheyenne Wikipedia
611,13725.0833,0.4575,33832.9167,0.5136,0.0000,5490.0333,2.5000,0.2500,0.8333,0.0000,0.0000,0.0000,13.1667,0.0000,0.0253,0.0000,0.1962,0.0190,0.6523,0.0000,512,10488,20.4844,left-to-right,skwikibooks,wikibooks,sk,Slovak,sk.wikibooks.org,Slovak Wikibooks
612,6703.2500,0.1160,19938.3333,0.1145,0.0000,2513.7188,2.6667,0.5000,0.1667,0.0000,0.0000,0.0000,30.9167,0.0027,0.0216,0.0431,0.0485,0.0081,0.7686,0.0000,30576,41802,1.3672,left-to-right,tgwiktionary,wiktionary,tg,Tajik,tg.wiktionary.org,Tajik Wiktionary
613,4972.0000,0.3573,15718.5833,0.2528,0.0000,1455.2195,3.4167,0.6667,0.5000,0.0000,0.0833,0.0000,21.1667,0.0000,0.0315,0.0000,0.0512,0.0276,0.6741,0.0000,466,2415,5.1824,left-to-right,skwikisource,wikisource,sk,Slovak,sk.wikisource.org,Slovak Wikisource
614,12420.2500,0.3132,36223.0833,0.1689,0.0000,4807.8387,2.5833,0.2500,0.4167,0.0000,0.0000,0.0000,15.3333,0.0000,0.0163,0.0054,0.0707,0.0326,0.7158,0.0000,7756,13753,1.7732,left-to-right,bswiktionary,wiktionary,bs,Bosnian,bs.wiktionary.org,Bosnian Wiktionary
615,2190.0833,0.1628,14142.4167,0.1936,0.0000,469.3036,4.6667,1.4167,1.5000,0.2258,0.0000,0.1250,944.6667,0.3011,0.3128,0.0004,0.0006,0.0188,0.9526,0.0000,3022,9771,3.2333,right-to-left,kswiktionary,wiktionary,ks,Kashmiri,ks.wiktionary.org,Kashmiri Wiktionary
616,9182.3333,0.1821,25019.0833,0.1598,0.0000,3443.3750,2.6667,0.3333,0.2500,0.0000,0.0000,0.0000,22.7500,0.0285,0.0220,0.0073,0.3004,0.1136,0.7284,0.0000,1163,9056,7.7868,left-to-right,glwikibooks,wikibooks,gl,Galician,gl.wikibooks.org,Galician Wikibooks
617,9033.3333,0.4031,27125.9167,0.2499,0.0000,1970.9091,4.5833,0.3333,2.0000,0.0455,0.0000,0.0000,64.0833,0.0000,0.0234,0.0052,0.7438,0.0455,0.8861,0.0000,28897,105054,3.6355,left-to-right,kywiktionary,wiktionary,ky,Kyrgyz,ky.wiktionary.org,Kyrgyz Wiktionary
618,17784.5833,0.5415,34056.2500,0.4552,0.0000,4104.1346,4.3333,0.1667,0.1667,0.0000,0.0833,0.0000,22.9167,0.0385,0.0436,0.0000,0.1855,0.0400,0.7019,0.0000,632,6364,10.0696,left-to-right,srwikiquote,wikiquote,sr,Serbian,sr.wikiquote.org,Serbian Wikiquote
619,7099.8333,0.0693,19594.2500,0.0831,0.0000,1893.2889,3.7500,0.4167,0.2500,0.0000,0.0000,0.0000,15.1667,0.1947,0.0000,0.1429,0.0769,0.0989,0.6707,0.0000,253,3623,14.3202,left-to-right,euwikiquote,wikiquote,eu,Basque,eu.wikiquote.org,Basque Wikiquote
620,11419.1667,0.1575,50897.5833,0.0761,0.0005,1505.8242,7.5833,0.2500,0.9167,0.0476,0.0000,0.0000,517.5000,0.0633,0.0016,0.0027,0.8443,0.0103,0.9652,0.0000,1560,11671,7.4814,left-to-right,mdfwiki,wikipedia,mdf,Moksha,mdf.wikipedia.org,Moksha Wikipedia
621,8553.7500,0.0642,21411.9167,0.0708,0.0000,2443.9286,3.5000,0.3333,0.2500,0.0000,0.0000,0.0000,13.5833,0.2126,0.0061,0.0184,0.0245,0.0061,0.6601,0.0000,546,3961,7.2546,left-to-right,glwikiquote,wikiquote,gl,Galician,gl.wikiquote.org,Galician Wikiquote
622,2823.9167,0.2571,11075.5000,0.1526,0.0000,968.2000,2.9167,1.0000,0.0000,0.2000,0.1667,0.0000,36.5833,0.0090,0.0911,0.0000,0.5057,0.0182,0.7769,0.0000,946,6418,6.7844,left-to-right,sahwikiquote,wikiquote,sah,Sakha,sah.wikiquote.org,Sakha Wikiquote
623,6498.8333,0.2942,26664.2500,0.2747,0.0000,2599.5333,2.5000,0.4167,1.0833,0.0667,0.0000,0.0000,114.4167,0.1638,0.0036,0.0000,0.0175,0.0036,0.9116,0.0000,4704,34002,7.2283,left-to-right,vecwikisource,wikisource,vec,Venetian,vec.wikisource.org,Venetian Wikisource
624,7925.0000,0.3715,17788.2500,0.2901,0.0000,2797.0588,2.8333,0.3333,0.5000,0.1818,0.0000,0.0000,36.2500,0.0000,0.2989,0.1034,0.3379,0.3816,0.7498,0.0000,305,2875,9.4262,left-to-right,mswikibooks,wikibooks,ms,Malay,ms.wikibooks.org,Malay Wikibooks
625,5145.9167,0.2808,17943.0000,0.1730,0.0000,2058.3667,2.5000,0.5000,0.5000,0.0000,0.0000,0.0000,38.6667,0.0000,0.0000,0.0000,0.0129,0.0022,0.8651,0.0000,4949,9553,1.9303,left-to-right,iswikisource,wikisource,is,Icelandic,is.wikisource.org,Icelandic Wikisource
626,2757.1667,0.1270,11258.8333,0.1201,0.0000,1272.5385,2.1667,0.9167,0.2500,0.2000,0.0833,0.0000,72.9167,0.0011,0.0240,0.1863,0.0994,0.0080,0.7792,0.0000,2056,13902,6.7617,right-to-left,sdwiktionary,wiktionary,sd,Sindhi,sd.wiktionary.org,Sindhi Wiktionary
627,7579.7500,0.6507,17749.5833,0.4847,0.0000,4787.2105,1.5833,0.3333,0.4167,0.0000,0.1667,0.0000,16.5833,0.0000,0.0603,0.0251,0.1005,0.0251,0.7221,0.0000,183,4682,25.5847,left-to-right,kmwikibooks,wikibooks,km,Khmer,km.wikibooks.org,Khmer Wikibooks
628,5008.9167,0.0857,15498.3333,0.0949,0.0000,1335.7111,3.7500,0.5000,0.1667,0.0000,0.0833,0.0000,22.6667,0.0000,0.0257,0.0000,0.0735,0.0037,0.6898,0.0000,543,11891,21.8987,left-to-right,eowikibooks,wikibooks,eo,Esperanto,eo.wikibooks.org,Esperanto Wikibooks
629,7503.2500,0.1041,21189.4167,0.1062,0.0000,2813.7188,2.6667,0.3333,0.3333,0.0000,0.0833,0.0000,26.0000,0.1161,0.0481,0.0160,0.0577,0.0224,0.7192,0.0000,2613,9207,3.5235,left-to-right,anwiktionary,wiktionary,an,Aragonese,an.wiktionary.org,Aragonese Wiktionary
630,9975.1667,0.3014,26429.5000,0.2429,0.0000,981.1639,10.1667,0.2500,4.3333,0.2621,0.0833,0.0000,21.5000,0.0039,0.1047,0.0000,0.0853,0.0349,0.5520,0.0000,161,7833,48.6522,left-to-right,dawikiquote,wikiquote,da,Danish,da.wikiquote.org,Danish Wikiquote
631,9387.1667,0.1412,36339.5833,0.1013,0.0006,1788.0317,5.2500,0.2500,0.5000,0.0638,0.2500,0.0000,54.0833,0.0046,0.0293,0.0108,0.2558,0.0139,0.8427,0.0000,1218,6931,5.6905,left-to-right,tywiki,wikipedia,ty,Tahitian,ty.wikipedia.org,Tahitian Wikipedia
632,5534.7500,0.0819,15329.5000,0.0938,0.0000,3018.9545,1.8333,0.4167,0.2500,0.0909,0.0000,0.0000,28.7500,0.0000,0.0029,0.0000,0.6290,0.0000,0.7920,0.0000,2143,5798,2.7056,left-to-right,mtwiktionary,wiktionary,mt,Maltese,mt.wiktionary.org,Maltese Wiktionary
633,13403.6667,0.6699,27680.2500,0.5820,0.0000,6433.7600,2.0833,0.1667,0.5000,0.1875,0.0833,0.0000,11.7500,0.0000,0.1135,0.0496,0.1986,0.1560,0.6141,0.0000,75,2653,35.3733,left-to-right,hywikibooks,wikibooks,hy,Armenian,hy.wikibooks.org,Armenian Wikibooks
634,5176.3333,0.1164,14573.0000,0.1358,0.0000,1634.6316,3.1667,0.4167,0.7500,0.0690,0.0833,0.0000,35.0000,0.0000,0.0690,0.0048,0.0857,0.0167,0.7763,0.0000,34,2019,59.3824,left-to-right,afwikiquote,wikiquote,af,Afrikaans,af.wikiquote.org,Afrikaans Wikiquote
635,6426.3333,0.1447,15925.1667,0.1115,0.0000,1752.6364,3.6667,0.3333,0.2500,0.0400,0.0000,0.0000,15.3333,0.0000,0.0054,0.0000,0.0489,0.0054,0.6664,0.0000,236,11697,49.5636,left-to-right,slwikibooks,wikibooks,sl,Slovenian,sl.wikibooks.org,Slovenian Wikibooks
636,3899.1667,0.1202,15461.6667,0.0994,0.0000,806.7241,4.8333,0.5000,1.7500,0.0000,0.0000,0.0000,22.7500,0.0000,0.0403,0.0110,0.0806,0.0110,0.7571,0.0000,122,1231,10.0902,left-to-right,bewikibooks,wikibooks,be,Belarusian,be.wikibooks.org,Belarusian Wikibooks
637,7575.9167,0.0532,27676.0833,0.0727,0.0000,1934.2766,3.9167,0.2500,1.2500,0.0625,0.0000,0.0000,24.1667,0.0000,0.3276,0.0000,0.2552,0.0000,0.7572,0.0000,2869,15357,5.3527,left-to-right,gawiktionary,wiktionary,ga,Irish,ga.wiktionary.org,Irish Wiktionary
638,7529.5000,0.1813,35242.3333,0.0977,0.0003,1481.2131,5.0833,0.2500,1.2500,0.1277,0.1667,0.0000,55.9167,0.0118,0.0671,0.0432,0.0387,0.0030,0.8523,0.0000,279,2703,9.6882,left-to-right,sgwiki,wikipedia,sg,Sango,sg.wikipedia.org,Sango Wikipedia
639,21267.4167,0.9244,43926.8333,0.8633,0.0000,15012.2941,1.4167,0.0833,0.2500,0.0714,0.0833,0.0000,10.5833,0.0000,0.2756,0.1181,0.3780,0.0787,0.7066,0.0000,1,311,311.0000,left-to-right,kywikiquote,wikiquote,ky,Kyrgyz,ky.wikiquote.org,Kyrgyz Wikiquote
640,10563.3333,0.1042,35948.9167,0.1333,0.0000,2437.6923,4.3333,0.1667,1.6667,0.0000,0.0833,0.0000,33.4167,0.0000,0.2768,0.1297,0.3840,0.1372,0.7641,0.0000,1468,9867,6.7214,left-to-right,rowikinews,wikinews,ro,Romanian,ro.wikinews.org,Romanian Wikinews
641,6905.5833,0.6620,19194.3333,0.5357,0.0000,2589.5938,2.6667,0.2500,0.2500,0.2632,0.0833,0.0000,40.1667,0.0000,0.8465,0.0332,0.1203,0.0809,0.8583,0.0000,15417,22189,1.4393,left-to-right,pawiktionary,wiktionary,pa,Punjabi,pa.wiktionary.org,Punjabi Wiktionary
642,3375.5000,0.1162,17829.0000,0.1079,0.0000,880.5652,3.8333,0.5000,1.4167,0.0690,0.0000,0.0000,1394.8333,0.0000,0.0002,0.0002,0.0003,0.0055,0.9637,0.0000,2880,20680,7.1806,left-to-right,gdwiktionary,wiktionary,gd,Scottish Gaelic,gd.wiktionary.org,Scottish Gaelic Wiktionary
643,6671.7500,0.6584,24782.1667,0.5705,0.0000,3335.8750,2.0000,0.2500,0.4167,0.0667,0.0000,0.0000,33.7500,0.0000,0.0099,0.0000,0.0222,0.0049,0.8412,0.0000,438,5906,13.4840,left-to-right,tewikiquote,wikiquote,te,Telugu,te.wikiquote.org,Telugu Wikiquote
644,9966.2500,0.1236,34437.9167,0.0702,0.0000,4783.8000,2.0833,0.1667,0.2500,0.0000,0.0000,0.0000,9.9167,0.0000,0.0084,0.0000,0.0504,0.0084,0.6693,0.0000,1751,7766,4.4352,left-to-right,nnwikiquote,wikiquote,nn,Norwegian Nynorsk,nn.wikiquote.org,Norwegian Nynorsk Wikiquote
645,6363.8333,0.5569,22375.6667,0.4777,0.0000,3818.3000,1.6667,0.2500,0.3333,0.0833,0.0000,0.0000,10.0000,0.0000,0.1083,0.0083,0.1333,0.0000,0.5731,0.0000,594,5290,8.9057,left-to-right,sahwikisource,wikisource,sah,Sakha,sah.wikisource.org,Sakha Wikisource
646,3802.8333,0.0565,11576.3333,0.0926,0.0000,1755.1538,2.1667,0.4167,1.0000,0.1053,0.0833,0.0000,532.1667,0.0003,0.0041,0.0000,0.0003,0.0006,0.9425,0.0000,6868,7272,1.0588,left-to-right,sgwiktionary,wiktionary,sg,Sango,sg.wiktionary.org,Sango Wiktionary
647,3743.1667,0.2362,14363.2500,0.1608,0.0000,2245.9000,1.6667,0.4167,0.2500,0.0000,0.0000,0.0000,13.1667,0.0000,0.0063,0.0000,0.0127,0.0000,0.7025,0.0000,4465,13523,3.0287,left-to-right,mkwiktionary,wiktionary,mk,Macedonian,mk.wiktionary.org,Macedonian Wiktionary
648,17891.0833,0.4382,40853.4167,0.4289,0.0000,9758.7727,1.8333,0.0833,0.5833,0.0714,0.0000,0.0000,11.0833,0.1635,0.0526,0.0000,0.1654,0.0376,0.6857,0.0000,979,7898,8.0674,left-to-right,hrwikibooks,wikibooks,hr,Croatian,hr.wikibooks.org,Croatian Wikibooks
649,8417.5833,0.5023,19512.1667,0.3582,0.0000,4391.7826,1.9167,0.1667,0.4167,0.0625,0.0833,0.0000,9.5833,0.0000,0.0261,0.0087,0.0870,0.0174,0.6373,0.0000,1110,4818,4.3405,left-to-right,srwikibooks,wikibooks,sr,Serbian,sr.wikibooks.org,Serbian Wikibooks
