overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,majority mobile editors,monthly active editors,monthly active administrators,monthly new active editors,second month new editor retention,bot edits,monthly nonbot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,content pages,all time content edits,all time edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
590,69210.7500,0.0209,84009.9167,0.0627,0.0000,30760.3333,2.2500,0.1333,0.1667,0.3333,0.0000,0.0000,0.0000,22.8333,0.0292,0.0000,0.0839,0.0693,0.8111,962,29836,31.0146,left-to-right,nowikibooks,wikibooks,no,Norwegian,no.wikibooks.org,Norwegian Wikibooks
591,13719.5833,0.6149,30659.9167,0.5511,0.0000,2138.1169,6.4167,0.1429,0.8333,1.6667,0.3333,0.0000,0.0057,86.7500,0.1451,0.0913,0.1479,0.0605,0.8772,317,5146,16.2334,left-to-right,sqwikiquote,wikiquote,sq,Albanian,sq.wikiquote.org,Albanian Wikiquote
592,14637.7500,0.7205,48254.7500,0.5806,0.0000,3081.6316,4.7500,0.2439,0.7500,2.1667,0.0833,0.0000,0.0113,43.7500,0.1848,0.0305,0.2267,0.1048,0.7904,432,27038,62.5880,left-to-right,newiktionary,wiktionary,ne,Nepali,ne.wiktionary.org,Nepali Wiktionary
593,18734.6667,0.5687,40802.7500,0.4586,0.0000,2810.2000,6.6667,0.1000,0.5833,0.9167,0.1667,0.0000,0.0388,28.9167,0.0836,0.0173,0.0865,0.0893,0.7258,261,8477,32.4789,left-to-right,rowikiquote,wikiquote,ro,Romanian,ro.wikiquote.org,Romanian Wikiquote
594,42204.6667,0.0511,71578.0000,0.0993,0.0010,8584.0000,4.9167,0.0588,0.2500,1.2500,0.0000,0.0000,0.0905,15.0833,0.0939,0.1215,0.2044,0.0718,0.6285,1217,7058,5.7995,left-to-right,tywiki,wikipedia,ty,Tahitian,ty.wikipedia.org,Tahitian Wikipedia
595,20376.5000,0.8790,43660.0833,0.7258,0.0000,7887.6774,2.5833,0.1875,0.5000,0.5000,0.0000,0.0000,0.0012,358.4167,0.0065,0.0005,0.0277,0.0233,0.9232,2715,12481,4.5971,left-to-right,mrwiktionary,wiktionary,mr,Marathi,mr.wiktionary.org,Marathi Wiktionary
596,121288.0000,0.0023,129347.5000,0.0114,0.0000,90966.0000,1.3333,0.0714,0.0833,0.1667,0.0000,0.0000,0.3676,7.1667,0.0233,0.0116,0.1163,0.0465,0.6605,172,3764,21.8837,left-to-right,lawikibooks,wikibooks,la,Latin,la.wikibooks.org,Latin Wikibooks
597,6626.0000,0.1241,20717.3333,0.1740,0.0000,1939.3171,3.4167,0.1250,1.5000,1.5833,0.0833,0.1111,0.0025,200.7500,0.0116,0.0000,0.0120,0.0187,0.9372,1726,5895,3.4154,left-to-right,sowiktionary,wiktionary,so,Somali,so.wiktionary.org,Somali Wiktionary
598,11555.6667,0.6432,41260.0000,0.5174,0.0000,3851.8889,3.0000,0.0417,0.8333,0.3333,0.1667,0.0000,0.0000,93.7500,0.0311,0.0018,0.0453,0.0098,0.9168,2914,12261,4.2076,left-to-right,mkwikisource,wikisource,mk,Macedonian,mk.wikisource.org,Macedonian Wikisource
599,8241.7500,0.2813,35276.0833,0.1659,0.0020,852.5948,9.6667,0.0989,1.1667,3.6667,0.0833,0.0000,0.0085,96.6667,0.2224,0.0440,0.3802,0.3966,0.8480,163,7390,45.3374,left-to-right,crwiki,wikipedia,cr,Cree,cr.wikipedia.org,Cree Wikipedia
600,16076.9167,0.8050,30475.8333,0.6490,0.0000,3710.0577,4.3333,0.1786,0.5833,0.4167,0.0833,0.0000,0.0000,44.8333,0.0725,0.1134,0.0948,0.0688,0.8102,116,5597,48.2500,left-to-right,hiwikivoyage,wikivoyage,hi,Hindi,hi.wikivoyage.org,Hindi Wikivoyage
601,15482.3333,0.1978,50702.8333,0.2933,0.0000,3642.9020,4.2500,0.1600,0.5833,0.4167,0.0000,0.0000,0.0087,66.3333,0.0603,0.0075,0.0791,0.0101,0.8412,37776,133583,3.5362,left-to-right,lowiktionary,wiktionary,lo,Lao,lo.wiktionary.org,Lao Wiktionary
602,4116.4167,0.2631,17405.3333,0.2195,0.0000,987.9400,4.1667,0.1429,2.1667,0.1667,0.0833,0.0000,0.0018,234.8333,0.0877,0.0603,0.0071,0.0025,0.7514,3334,9829,2.9481,left-to-right,suwiktionary,wiktionary,su,Sundanese,su.wiktionary.org,Sundanese Wiktionary
603,11536.5000,0.1323,84138.2500,0.1242,0.0000,607.1842,19.0000,0.0157,0.7500,5.7500,0.0000,0.0000,0.5136,56.5833,0.0398,0.0029,0.2563,0.0118,0.6870,4771,28556,5.9853,left-to-right,cawikinews,wikinews,ca,Catalan,ca.wikinews.org,Catalan Wikinews
604,10217.5833,0.2892,42984.4167,0.1921,0.0079,1066.1826,9.5833,0.1266,0.8333,1.5000,0.0833,0.0000,0.0297,78.8333,0.0550,0.0412,0.2241,0.1290,0.8492,459,6302,13.7298,left-to-right,adywiki,wikipedia,ady,Adyghe,ady.wikipedia.org,Adyghe Wikipedia
605,17004.1667,0.3502,79632.5833,0.1816,0.0030,1925.0000,8.8333,0.1096,0.5000,2.4167,0.0000,0.0000,0.2171,102.1667,0.3515,0.0914,0.8214,0.1069,0.9056,1041,13450,12.9203,left-to-right,chrwiki,wikipedia,chr,Cherokee,chr.wikipedia.org,Cherokee Wikipedia
606,2757.5000,0.6266,37269.7500,0.2206,0.0000,648.8235,4.2500,0.4000,3.0000,0.8333,0.0000,0.0000,0.0000,8249.0000,0.0004,0.4545,0.0007,0.0003,0.8690,121420,198365,1.6337,right-to-left,skrwiktionary,wiktionary,skr,Saraiki,skr.wiktionary.org,Saraiki Wiktionary
607,24360.9167,0.0430,34133.7500,0.0835,0.0000,9430.0323,2.5833,0.0588,0.3333,0.1667,0.0000,0.0000,0.0000,12.0000,0.0347,0.0000,0.0347,0.0069,0.7199,236,11802,50.0085,left-to-right,slwikibooks,wikibooks,sl,Slovenian,sl.wikibooks.org,Slovenian Wikibooks
608,3517.6667,0.1995,19692.5000,0.2892,0.0000,879.4167,4.0000,0.1364,2.2500,0.2500,0.3333,1.0000,0.0036,231.0000,0.3387,0.5180,0.0354,0.0069,0.8742,4219,21772,5.1605,left-to-right,pmswikisource,wikisource,pms,Piedmontese,pms.wikisource.org,Piedmontese Wikisource
609,7749.5000,0.0483,19180.0000,0.1782,0.0000,3099.8000,2.5000,0.2941,1.0000,0.4167,0.0000,0.0000,0.5528,39.5000,0.0316,0.0000,0.0633,0.0063,0.7550,3705,14141,3.8167,left-to-right,shywiktionary,wiktionary,shy,Shawiya,shy.wiktionary.org,Shawiya Wiktionary
610,23230.8333,0.2764,54933.8333,0.3152,0.0000,6969.2500,3.3333,0.0333,0.3333,1.4167,0.0000,0.0000,0.0172,23.7500,0.1509,0.0035,0.3158,0.0702,0.7984,11305,30750,2.7200,left-to-right,lvwiktionary,wiktionary,lv,Latvian,lv.wiktionary.org,Latvian Wiktionary
611,7059.4167,0.3546,80607.7500,0.1193,0.0000,1245.7794,5.6667,0.0811,1.0833,0.1667,0.0000,0.0000,0.4011,63.8333,0.0522,0.0052,0.0157,0.0300,0.8499,936,12852,13.7308,left-to-right,eowikinews,wikinews,eo,Esperanto,eo.wikinews.org,Esperanto Wikinews
612,22281.7500,0.1341,55599.8333,0.1528,0.0008,3260.7439,6.8333,0.0317,0.3333,1.9167,0.0000,0.0000,0.0382,25.1667,0.0894,0.0927,0.2450,0.1192,0.7037,664,4516,6.8012,left-to-right,chywiki,wikipedia,chy,Cheyenne,chy.wikipedia.org,Cheyenne Wikipedia
613,7994.0833,0.3977,23933.0000,0.4207,0.0000,3426.0357,2.3333,0.0714,0.9167,0.8333,0.0833,0.0000,0.0300,271.8333,0.0071,0.0040,0.1456,0.0236,0.8730,1463,5266,3.5995,left-to-right,siwiktionary,wiktionary,si,Sinhala,si.wiktionary.org,Sinhala Wiktionary
614,17087.4167,0.3083,44491.7500,0.3079,0.0000,3797.2037,4.5000,0.1111,0.4167,0.4167,0.1667,0.0000,0.0039,21.0833,0.1067,0.1225,0.3162,0.1265,0.7038,1789,40853,22.8357,left-to-right,fiwikivoyage,wikivoyage,fi,Finnish,fi.wikivoyage.org,Finnish Wikivoyage
615,21264.4167,0.5577,42664.6667,0.4789,0.0000,6896.5676,3.0833,0.0909,0.3333,0.6667,0.0833,0.0000,0.0123,33.4167,0.1172,0.0050,0.1696,0.0449,0.8119,5829,41246,7.0760,left-to-right,kkwiktionary,wiktionary,kk,Kazakh,kk.wiktionary.org,Kazakh Wiktionary
616,13682.5000,0.0668,38936.8333,0.1825,0.0000,3219.4118,4.2500,0.0256,0.5000,2.7500,0.0000,0.0000,0.0100,24.7500,0.0303,0.0000,0.2054,0.0034,0.7710,9515,33371,3.5072,left-to-right,cowiktionary,wiktionary,co,Corsican,co.wiktionary.org,Corsican Wiktionary
617,11576.4167,0.3635,39128.9167,0.2334,0.0022,2042.8971,5.6667,0.0893,0.5833,1.5000,0.0833,0.0000,0.0512,20.0833,0.0996,0.1411,0.2199,0.0705,0.6642,483,6298,13.0393,left-to-right,pntwiki,wikipedia,pnt,Pontic,pnt.wikipedia.org,Pontic Wikipedia
618,11576.0000,0.7861,29646.8333,0.6001,0.0000,4209.4545,2.7500,0.1875,0.5833,0.0000,0.0000,0.0000,0.0291,13.9167,0.0898,0.0240,0.1078,0.0060,0.6925,133,14009,105.3308,left-to-right,sawikiquote,wikiquote,sa,Sanskrit,sa.wikiquote.org,Sanskrit Wikiquote
619,13142.0833,0.2403,33959.0833,0.3406,0.0000,5840.9259,2.2500,0.0556,0.5000,0.5000,0.0000,0.0000,0.0100,24.8333,0.0201,0.0000,0.3020,0.0436,0.7785,4951,19064,3.8505,left-to-right,vecwiktionary,wiktionary,vec,Venetian,vec.wiktionary.org,Venetian Wiktionary
620,19569.0000,0.2060,49223.0833,0.2361,0.0018,3612.7385,5.4167,0.1296,0.3333,1.8333,0.2500,0.0000,0.0054,30.5833,0.1417,0.0790,0.1090,0.0245,0.7579,750,4447,5.9293,left-to-right,vewiki,wikipedia,ve,Venda,ve.wikipedia.org,Venda Wikipedia
621,12913.6667,0.3297,55844.7500,0.2166,0.0012,1461.9245,8.8333,0.1408,0.5000,1.4167,0.0833,0.0000,0.1258,151.6667,0.0247,0.0088,0.0396,0.0198,0.9274,1595,12371,7.7561,left-to-right,kbdwiki,wikipedia,kbd,Kabardian,kbd.wikipedia.org,Kabardian Wikipedia
622,8209.8333,0.1105,26087.2500,0.2011,0.0000,2462.9500,3.3333,0.0385,0.7500,0.3333,0.0833,0.0000,0.0672,41.6667,0.0800,0.0000,0.0760,0.0860,0.8034,2759,9579,3.4719,left-to-right,anwiktionary,wiktionary,an,Aragonese,an.wiktionary.org,Aragonese Wiktionary
623,3877.5833,0.1671,31374.4167,0.3353,0.0000,930.6200,4.1667,0.0952,1.5833,0.1667,0.0833,0.0000,0.0017,250.4167,0.0017,0.0000,0.0013,0.0037,0.9110,9040,121187,13.4056,left-to-right,brwikisource,wikisource,br,Breton,br.wikisource.org,Breton Wikisource
624,14446.6667,0.2319,47380.2500,0.2868,0.0000,3041.4035,4.7500,0.0833,0.4167,1.8333,0.0000,0.0000,0.0117,28.0833,0.0386,0.0089,0.0534,0.0119,0.7818,29814,105332,3.5330,left-to-right,kywiktionary,wiktionary,ky,Kyrgyz,ky.wiktionary.org,Kyrgyz Wiktionary
625,5332.3333,0.1493,15230.2500,0.1944,0.0000,841.9474,6.3333,0.1053,1.0833,0.2500,0.2500,0.0000,0.0226,21.5833,0.0734,0.0000,0.0116,0.0077,0.6023,1410,2702,1.9163,left-to-right,liwikiquote,wikiquote,li,Limburgish,li.wikiquote.org,Limburgish Wikiquote
626,22944.2500,0.7158,49086.8333,0.6646,0.0000,5858.1064,3.9167,0.1176,0.2500,0.5833,0.0000,0.0000,0.0000,10.0833,0.1901,0.0331,0.2066,0.0248,0.5861,700,8625,12.3214,left-to-right,tawikibooks,wikibooks,ta,Tamil,ta.wikibooks.org,Tamil Wikibooks
627,16579.9167,0.0651,32947.8333,0.1195,0.0000,6860.6552,2.4167,0.0833,0.3333,0.4167,0.0000,0.0000,0.0160,25.5833,0.0456,0.0033,0.1173,0.0717,0.8010,995,5677,5.7055,left-to-right,lawikiquote,wikiquote,la,Latin,la.wikiquote.org,Latin Wikiquote
628,5076.7500,0.1651,15832.5000,0.2759,0.0000,1416.7674,3.5833,0.0455,1.0833,0.2500,0.0833,0.0000,0.0087,38.0000,0.1930,0.0022,0.1952,0.1623,0.7418,1202,17924,14.9118,left-to-right,bawikibooks,wikibooks,ba,Bashkir,ba.wikibooks.org,Bashkir Wikibooks
629,9372.7500,0.6852,25216.5000,0.5442,0.0000,4325.8846,2.1667,0.1905,0.5833,0.2500,0.0833,0.0000,0.0036,113.7500,0.0117,0.0037,0.0081,0.0762,0.9159,1945,4048,2.0812,left-to-right,suwikiquote,wikiquote,su,Sundanese,su.wikiquote.org,Sundanese Wikiquote
630,21166.1667,0.0084,25923.4167,0.0475,0.0000,14940.8235,1.4167,0.0667,0.2500,0.5000,0.0000,0.0000,0.0000,9.1667,0.2000,0.0091,0.2000,0.1545,0.6420,98,895,9.1327,left-to-right,ocwikibooks,wikibooks,oc,Occitan,oc.wikibooks.org,Occitan Wikibooks
631,10265.0833,0.2450,50099.0000,0.1555,0.0006,2324.1698,4.4167,0.0513,0.5000,1.5833,0.0833,1.0000,0.0067,173.6667,0.0240,0.0173,0.0393,0.0917,0.9408,2546,9475,3.7215,left-to-right,piwiki,wikipedia,pi,Pali,pi.wikipedia.org,Pali Wikipedia
632,7356.7500,0.0898,16698.5833,0.1803,0.0000,3838.3043,1.9167,0.1333,0.6667,0.2500,0.0833,0.0000,0.0000,103.0833,0.0097,0.0121,0.0065,0.0040,0.8943,1309,12651,9.6646,left-to-right,hifwiktionary,wiktionary,hif,Fiji Hindi,hif.wiktionary.org,Fiji Hindi Wiktionary
633,2904.7500,0.1410,21600.1667,0.1313,0.0000,1025.2059,2.8333,0.0909,1.6667,0.0000,0.0000,0.0000,0.0000,254.9167,0.0007,0.0000,0.0003,0.0003,0.8961,2256,15047,6.6698,left-to-right,liwikinews,wikinews,li,Limburgish,li.wikinews.org,Limburgish Wikinews
634,2228.5833,0.3843,10968.6667,0.2253,0.0000,486.2364,4.5833,0.0938,2.1667,0.0833,1.0000,0.0000,0.0013,62.0000,0.0202,0.0027,0.1022,0.0054,0.7297,1042,7168,6.8791,left-to-right,sahwikiquote,wikiquote,sah,Sakha,sah.wikiquote.org,Sakha Wikiquote
635,56873.6667,0.2062,83658.3333,0.3216,0.0000,56873.6667,1.0000,0.0909,0.0833,0.3333,0.0000,0.0000,0.0632,7.4167,0.1124,0.0000,0.3034,0.0449,0.6938,228,18518,81.2193,left-to-right,tlwikibooks,wikibooks,tl,Tagalog,tl.wikibooks.org,Tagalog Wikibooks
636,9404.6667,0.0934,22774.5000,0.1715,0.0000,2015.2857,4.6667,0.1500,0.5000,0.2500,0.0833,0.0000,0.2812,19.1667,0.0478,0.0348,0.0130,0.0087,0.7001,550,4132,7.5127,left-to-right,glwikiquote,wikiquote,gl,Galician,gl.wikiquote.org,Galician Wikiquote
637,4278.6667,0.6879,20242.3333,0.4727,0.0000,1047.8367,4.0833,0.2800,1.0833,0.4167,0.0833,0.0000,0.2019,124.5000,0.0201,0.0074,0.0141,0.0549,0.8878,108628,37118,0.3417,left-to-right,orwiktionary,wiktionary,or,Odia,or.wiktionary.org,Oriya Wiktionary
638,55280.9167,0.0603,65199.0000,0.1079,0.0000,20102.1515,2.7500,0.1600,0.0833,0.3333,0.0000,0.0000,0.0069,12.0000,0.2569,0.0833,0.2986,0.1806,0.6485,304,2929,9.6349,left-to-right,mswikibooks,wikibooks,ms,Malay,ms.wikibooks.org,Malay Wikibooks
639,10970.4167,0.1461,38055.2500,0.2888,0.0000,4701.6071,2.3333,0.0526,0.4167,0.5833,0.0000,0.0000,0.0315,17.9167,0.0279,0.0000,0.0279,0.0093,0.8123,10046,29949,2.9812,left-to-right,ndswiktionary,wiktionary,nds,Low German,nds.wiktionary.org,Low German Wiktionary
640,13319.7500,0.5061,42916.9167,0.3095,0.0062,1902.8214,7.0000,0.1667,0.3333,0.5833,0.0833,0.0000,0.0000,16.8333,0.2079,0.0792,0.1733,0.0644,0.5411,2434,19753,8.1154,left-to-right,awawiki,wikipedia,awa,Awadhi,awa.wikipedia.org,Awadhi Wikipedia
641,2199.5000,0.5202,10119.0833,0.2830,0.0000,573.7826,3.8333,0.0952,2.0000,0.4167,1.7500,0.0000,0.0115,50.0833,0.0183,0.0017,0.0166,0.0116,0.5961,264,3105,11.7614,left-to-right,knwikiquote,wikiquote,kn,Kannada,kn.wikiquote.org,Kannada Wikiquote
642,4387.6667,0.5880,16020.0833,0.3536,0.0000,1144.6087,3.8333,0.1304,1.0000,0.4167,0.0000,0.0000,0.3932,29.8333,0.0279,0.0251,0.0223,0.0307,0.7593,686,9134,13.3149,left-to-right,guwiktionary,wiktionary,gu,Gujarati,gu.wiktionary.org,Gujarati Wiktionary
643,4764.1667,0.2336,29878.5000,0.3244,0.0000,688.7952,6.9167,0.0448,0.9167,3.0000,0.0833,0.0000,0.0093,35.4167,0.0894,0.0000,0.1765,0.0118,0.7641,4912,13208,2.6889,left-to-right,bewiktionary,wiktionary,be,Belarusian,be.wiktionary.org,Belarusian Wiktionary
644,10350.1667,0.7065,24925.2500,0.5857,0.0000,4968.0800,2.0833,0.0667,0.4167,0.2500,0.0000,0.0000,0.0213,19.1667,0.0522,0.0174,0.0391,0.0174,0.7815,1786,5391,3.0185,left-to-right,gnwiktionary,wiktionary,gn,Guarani,gn.wiktionary.org,Guarani Wiktionary
645,12736.3333,0.3720,49701.8333,0.3653,0.0000,7277.9048,1.7500,0.0556,0.3333,0.2500,0.1667,0.0000,0.0318,12.6667,0.0526,0.0395,0.0724,0.0789,0.6253,3251,29933,9.2073,left-to-right,etwikisource,wikisource,et,Estonian,et.wikisource.org,Estonian Wikisource
646,3637.4167,0.1973,18031.0000,0.2989,0.0000,525.8916,6.9167,0.1129,1.1667,3.1667,0.0000,0.0000,0.0018,278.0000,0.7491,0.0000,0.0063,0.0093,0.9615,3843,12642,3.2896,right-to-left,kswiktionary,wiktionary,ks,Kashmiri,ks.wiktionary.org,Kashmiri Wiktionary
647,6264.7500,0.1525,21649.5833,0.2175,0.0000,2592.3103,2.4167,0.0952,0.6667,0.5833,0.0000,0.0000,0.0107,38.5000,0.0108,0.0043,0.1320,0.0368,0.8172,4563,13865,3.0386,left-to-right,mkwiktionary,wiktionary,mk,Macedonian,mk.wiktionary.org,Macedonian Wiktionary
648,47954.4167,0.8152,105595.1667,0.8146,0.0000,30287.0000,1.5833,0.1250,0.0833,0.2500,0.0000,0.0000,0.0194,16.8333,0.6535,0.0396,0.6832,0.0693,0.8072,142,2723,19.1761,left-to-right,kkwikibooks,wikibooks,kk,Kazakh,kk.wikibooks.org,Kazakh Wikibooks
649,23956.8333,0.8620,65262.5000,0.8112,0.0000,7985.6111,3.0000,0.1481,0.1667,0.5833,0.0000,0.2500,0.0098,16.9167,0.2463,0.0591,0.3300,0.0296,0.7380,315,9330,29.6190,left-to-right,mlwikiquote,wikiquote,ml,Malayalam,ml.wikiquote.org,Malayalam Wikiquote
650,4306.0833,0.2502,42132.4167,0.1094,0.0000,833.4355,5.1667,0.0476,0.9167,0.5833,0.2500,0.0000,0.0007,123.1667,0.0047,0.0210,0.0304,0.0974,0.8381,269,7958,29.5836,right-to-left,hewikinews,wikinews,he,Hebrew,he.wikinews.org,Hebrew Wikinews
651,11697.1667,0.0444,42498.9167,0.1595,0.0000,4527.9355,2.5833,0.1071,0.3333,1.0000,0.0000,0.0000,0.0186,22.0000,0.0152,0.0038,0.0000,0.0038,0.8331,31356,37389,1.1924,left-to-right,fjwiktionary,wiktionary,fj,Fijian,fj.wiktionary.org,Fijian Wiktionary
652,4248.7500,0.3427,19984.4167,0.2781,0.0000,1888.3333,2.2500,0.0714,0.9167,0.0833,0.0833,0.0000,0.0000,26.3333,0.0158,0.0000,0.0791,0.0063,0.6819,4949,9826,1.9855,left-to-right,iswikisource,wikisource,is,Icelandic,is.wikisource.org,Icelandic Wikisource
653,22361.9167,0.2059,54666.5000,0.2923,0.0000,4969.3148,4.5000,0.0625,0.1667,0.3333,0.0000,0.0000,0.0429,13.0000,0.1731,0.0192,0.2372,0.0256,0.6484,2911,15408,5.2930,left-to-right,slwikiquote,wikiquote,sl,Slovenian,sl.wikiquote.org,Slovenian Wikiquote
654,8622.7500,0.0618,32211.8333,0.2275,0.0000,3568.0345,2.4167,0.0500,0.4167,0.2500,0.0833,0.0000,0.0000,63.5833,0.0052,0.0013,0.0092,0.0105,0.8721,14399,57580,3.9989,left-to-right,fywiktionary,wiktionary,fy,Western Frisian,fy.wiktionary.org,Western Frisian Wiktionary
655,10772.0833,0.2018,42389.0833,0.1413,0.0006,1846.6429,5.8333,0.0784,0.3333,2.3333,0.0833,0.0000,0.0233,20.9167,0.1235,0.0717,0.1753,0.0637,0.6863,316,2862,9.0570,left-to-right,sgwiki,wikipedia,sg,Sango,sg.wikipedia.org,Sango Wikipedia
656,5963.0833,0.0993,16198.2500,0.1578,0.0000,1460.3469,4.0833,0.0323,0.5833,2.2500,0.0833,0.0000,0.0000,13.0833,0.1592,0.0000,0.1274,0.0000,0.6714,124,1347,10.8629,left-to-right,bewikibooks,wikibooks,be,Belarusian,be.wikibooks.org,Belarusian Wikibooks
657,1542.5000,0.2266,13503.1667,0.2393,0.0000,411.3333,3.7500,0.0714,2.2500,0.9167,0.0833,0.0000,0.0000,502.5000,0.0003,0.0000,0.0008,0.0063,0.8702,1912,18614,9.7354,left-to-right,wawikisource,wikisource,wa,Walloon,wa.wikisource.org,Walloon Wikisource
658,13535.9167,0.1129,27786.1667,0.1837,0.0000,5601.0690,2.4167,0.0909,0.2500,0.5000,0.0833,0.0000,0.0631,8.6667,0.0385,0.0000,0.0577,0.0481,0.6313,1755,7840,4.4672,left-to-right,nnwikiquote,wikiquote,nn,Norwegian Nynorsk,nn.wikiquote.org,Norwegian Nynorsk Wikiquote
659,12941.3333,0.3180,32310.8333,0.3415,0.0000,1537.5842,8.4167,0.0337,0.2500,1.0000,0.0833,0.1667,0.0000,32.1667,0.0596,0.2539,0.0311,0.0415,0.7307,1107,5031,4.5447,left-to-right,srwikibooks,wikibooks,sr,Serbian,sr.wikibooks.org,Serbian Wikibooks
660,2757.3333,0.1418,14741.0000,0.2487,0.0000,1140.9655,2.4167,0.0909,1.1667,0.2500,0.0000,0.0000,0.0122,33.8333,0.0099,0.0394,0.1404,0.0099,0.6412,2127,14682,6.9027,right-to-left,sdwiktionary,wiktionary,sd,Sindhi,sd.wiktionary.org,Sindhi Wiktionary
661,7679.2500,0.0826,29063.0833,0.2616,0.0000,4388.1429,1.7500,0.0714,0.4167,0.5000,0.0000,0.0000,0.0231,17.5833,0.0806,0.0000,0.0758,0.0142,0.7968,23434,28088,1.1986,left-to-right,vowiktionary,wiktionary,vo,Volapük,vo.wiktionary.org,Volapük Wiktionary
662,7628.5000,0.6751,19032.9167,0.5550,0.0000,1695.2222,4.5000,0.1667,0.4167,0.1667,0.0833,0.0000,0.0260,31.2500,0.0480,0.0080,0.0213,0.0267,0.7890,322,5678,17.6335,left-to-right,hiwikiversity,wikiversity,hi,Hindi,hi.wikiversity.org,Hindi Wikiversity
663,3753.2500,0.2062,15756.4167,0.2532,0.0000,1801.5600,2.0833,0.1667,0.8333,0.6667,0.0000,0.0000,0.0123,60.1667,0.0568,0.0028,0.0332,0.0028,0.8694,449,7836,17.4521,left-to-right,amwiktionary,wiktionary,am,Amharic,am.wiktionary.org,Amharic Wiktionary
664,6058.5000,0.5564,18481.2500,0.4549,0.0000,3029.2500,2.0000,0.3684,0.5000,0.1667,0.1667,0.0000,0.0356,18.0833,0.1659,0.0276,0.1152,0.0184,0.7537,15450,22370,1.4479,left-to-right,pawiktionary,wiktionary,pa,Punjabi,pa.wiktionary.org,Punjabi Wiktionary
665,6826.2500,0.0684,23982.0000,0.2166,0.0000,4550.8333,1.5000,0.0667,0.4167,0.3333,0.0833,0.0000,0.0273,17.8333,0.0140,0.0000,0.0047,0.0000,0.7973,2201,11995,5.4498,left-to-right,iawiktionary,wiktionary,ia,Interlingua,ia.wiktionary.org,Interlingua Wiktionary
666,10956.8333,0.3365,28412.5000,0.2774,0.0000,1477.3258,7.4167,0.0548,0.2500,3.4167,0.0833,0.0000,0.0175,18.7500,0.0622,0.0044,0.2089,0.0356,0.5936,164,8006,48.8171,left-to-right,dawikiquote,wikiquote,da,Danish,da.wikiquote.org,Danish Wikiquote
667,5461.7500,0.1601,17020.6667,0.2163,0.0000,2979.1364,1.8333,0.0588,0.5000,0.4167,0.0833,0.0000,0.0193,21.1667,0.0394,0.0000,0.1496,0.0000,0.7345,2152,5764,2.6784,left-to-right,fowiktionary,wiktionary,fo,Faroese,fo.wiktionary.org,Faroese Wiktionary
668,1191.3333,0.1889,7205.8333,0.1730,0.0000,317.6889,3.7500,0.0645,2.1667,0.0833,0.0000,0.0000,0.0225,282.7500,0.0012,0.0000,0.0012,0.0215,0.8778,157,3040,19.3631,left-to-right,shnwikivoyage,wikivoyage,shn,Shan,shn.wikivoyage.org,Shan Wikivoyage
669,7728.5833,0.3957,23004.5000,0.2967,0.0000,630.9048,12.2500,0.0435,0.3333,4.6667,0.0833,0.0000,0.0044,93.2500,0.0152,0.0000,0.0170,0.0071,0.8630,1696,3736,2.2028,left-to-right,miwiktionary,wiktionary,mi,Maori,mi.wiktionary.org,Maori Wiktionary
670,3858.3333,0.0666,12899.0833,0.1265,0.0000,2204.7619,1.7500,0.1429,0.6667,0.2500,0.0833,0.0000,0.0090,46.0000,0.0109,0.0000,0.0000,0.0000,0.8491,1196,3119,2.6079,left-to-right,jbowiktionary,wiktionary,jbo,Lojban,jbo.wiktionary.org,Lojban Wiktionary
671,7714.8333,0.0809,18922.0833,0.1317,0.0000,1928.7083,4.0000,0.1087,0.3333,0.4167,0.0833,0.0000,0.3119,12.5000,0.0600,0.1067,0.0067,0.0467,0.5835,259,3726,14.3861,left-to-right,euwikiquote,wikiquote,eu,Basque,eu.wikiquote.org,Basque Wikiquote
672,10134.0833,0.0741,29469.3333,0.2459,0.0000,6400.4737,1.5833,0.0909,0.2500,0.2500,0.0000,0.0000,0.0235,17.3333,0.0144,0.0000,0.0144,0.0048,0.7829,12186,6078,0.4988,left-to-right,nnwiktionary,wiktionary,nn,Norwegian Nynorsk,nn.wiktionary.org,Norwegian Nynorsk Wiktionary
673,7482.9167,0.0698,26307.0833,0.2152,0.0000,1760.6863,4.2500,0.0556,0.3333,1.1667,0.0000,0.0000,0.0156,26.2500,0.0222,0.0000,0.0286,0.0000,0.7671,2906,15563,5.3555,left-to-right,gawiktionary,wiktionary,ga,Irish,ga.wiktionary.org,Irish Wiktionary
674,5925.8333,0.0611,22694.2500,0.1793,0.0000,3950.5556,1.5000,0.0714,0.4167,0.3333,0.0000,0.0000,0.0260,15.5833,0.0428,0.0000,0.0428,0.0321,0.7922,4316,1077,0.2495,left-to-right,smwiktionary,wiktionary,sm,Samoan,sm.wiktionary.org,Samoan Wiktionary
675,7370.0000,0.1998,74880.0000,0.0980,0.0000,2211.0000,3.3333,0.0833,0.3333,0.6667,0.0000,0.0000,0.0000,15.5833,0.0428,0.0000,0.0588,0.0321,0.6558,2077,14942,7.1940,left-to-right,svwikinews,wikinews,sv,Swedish,sv.wikinews.org,Swedish Wikinews
